# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  9  8.67934E+00    5.68210E-08   3.60060E-05  -5.35660E-04   2.37100E-03  -3.87090E-03   2.12370E-03
   1 <-  9  8.96569E+00    1.40630E-06   2.78290E-04  -2.09970E-03   5.66460E-03  -6.29250E-03   2.48750E-03
   2 <-  9  9.23540E+00    3.10530E-06   3.76050E-04  -3.62710E-03   1.25140E-02  -1.80590E-02   9.25200E-03
   3 <-  9  9.48879E+00    2.88450E-01  -6.02160E-02   6.31590E-02   5.57630E-02  -5.66320E-02   2.63300E-02
   4 <-  9  9.72609E+00    1.15770E+00   1.69320E+00  -1.33950E+01   3.48990E+01  -3.76180E+01   1.52240E+01
   5 <-  9  9.94736E+00    1.83810E+00   3.71800E+00  -2.96720E+01   7.62470E+01  -8.04520E+01   3.17530E+01
   6 <-  9  1.01525E+01    1.99820E-01  -5.89670E-03  -7.06990E-02   2.08520E-01  -1.81120E-01   5.88140E-02
   7 <-  9  1.03412E+01    7.99790E-01   7.66880E-01  -5.83710E+00   1.48960E+01  -1.56840E+01   6.16350E+00
   8 <-  9  1.05130E+01    5.85550E-01   6.41500E-01  -4.29020E+00   1.06140E+01  -1.11660E+01   4.37100E+00
   9 <-  9  1.06669E+01    1.94380E-01   1.02050E-01  -6.24050E-01   1.49000E+00  -1.54280E+00   5.89230E-01
  10 <-  9  1.08017E+01    8.71470E-02   1.52050E-02  -1.02600E-01   2.62590E-01  -2.89480E-01   1.22490E-01
  11 <-  9  1.09154E+01    2.27310E-01   1.29550E-01  -8.02860E-01   1.93390E+00  -2.01540E+00   7.87560E-01
  12 <-  9  1.10050E+01    2.58640E-01   1.72890E-01  -1.05390E+00   2.50590E+00  -2.57990E+00   9.91240E-01
  13 <-  9  1.10655E+01    2.12610E-01   1.14710E-01  -6.96910E-01   1.64780E+00  -1.68530E+00   6.41720E-01
  DE <-  9  1.10699E+01    1.21300E+00   1.38170E+00  -1.25270E+01   3.20740E+01  -3.39270E+01   1.31030E+01
