# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  6  9.62389E+00    1.28750E-05   1.94670E-02  -1.13170E-01   2.80320E-01  -3.04140E-01   1.19190E-01
   1 <-  6  9.91024E+00    3.61900E-01   6.62890E-01  -3.96940E+00   9.65290E+00  -1.03880E+01   4.18010E+00
   2 <-  6  1.01799E+01    1.26820E+00   3.74300E+00  -2.43790E+01   6.00810E+01  -6.37120E+01   2.52250E+01
   3 <-  6  1.04333E+01    1.11300E+00   2.64930E+00  -1.73470E+01   4.27890E+01  -4.52470E+01   1.78480E+01
   4 <-  6  1.06706E+01    6.05700E-01   8.01580E-01  -5.07020E+00   1.21800E+01  -1.25670E+01   4.80040E+00
   5 <-  6  1.08919E+01    2.24240E-01   2.40280E-01  -1.37440E+00   3.26080E+00  -3.44080E+00   1.36340E+00
   6 <-  6  1.10971E+01    6.05090E-01   8.00340E-01  -4.93840E+00   1.16690E+01  -1.18450E+01   4.46430E+00
   7 <-  6  1.12858E+01    5.79420E-01   3.52450E-01  -2.55330E+00   6.15140E+00  -6.03800E+00   2.17400E+00
   8 <-  6  1.14575E+01    3.57750E-01   6.91440E-03  -3.35770E-01   9.16850E-01  -8.19070E-01   2.50850E-01
   9 <-  6  1.16115E+01    1.04700E-01  -1.73650E-02   5.76550E-02  -1.10620E-01   1.24000E-01  -5.37830E-02
  10 <-  6  1.17462E+01    7.56300E-02   2.75110E-02  -1.42470E-01   3.16170E-01  -3.17790E-01   1.20370E-01
  11 <-  6  1.18599E+01    1.90520E-01   3.88110E-02  -2.59940E-01   6.06070E-01  -5.81660E-01   2.06650E-01
  12 <-  6  1.19495E+01    2.26240E-01   2.87600E-02  -2.43580E-01   5.88910E-01  -5.50000E-01   1.87410E-01
  13 <-  6  1.20100E+01    1.93200E-01   1.46340E-02  -1.47740E-01   3.65090E-01  -3.35750E-01   1.11530E-01
  DE <-  6  1.20144E+01    1.15070E+00   1.26930E+00  -1.05470E+01   2.61880E+01  -2.69870E+01   1.01170E+01
