# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=7) -> e + H2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  7  9.27883E+00    4.67860E-03   6.04690E-05   3.52670E-05  -1.07400E-04  -2.78300E-04   3.99070E-04
   1 <-  7  9.56518E+00    6.02800E-02   6.77960E-02  -4.02670E-01   1.00570E+00  -1.11260E+00   4.55100E-01
   2 <-  7  9.83488E+00    6.03940E-01   1.33060E+00  -8.37210E+00   2.07150E+01  -2.23630E+01   9.02640E+00
   3 <-  7  1.00883E+01    1.56160E+00   3.92550E+00  -2.79330E+01   7.04510E+01  -7.47800E+01   2.96400E+01
   4 <-  7  1.03256E+01    8.23630E-01   9.18190E-01  -6.78480E+00   1.71920E+01  -1.81070E+01   7.13010E+00
   5 <-  7  1.05468E+01    8.07210E-01   1.59320E+00  -1.00970E+01   2.46120E+01  -2.58980E+01   1.01420E+01
   6 <-  7  1.07520E+01    1.27070E-01   4.07250E-02  -2.46680E-01   5.81210E-01  -5.96390E-01   2.23420E-01
   7 <-  7  1.09407E+01    3.41570E-01   3.59260E-01  -2.14280E+00   5.08770E+00  -5.28200E+00   2.05250E+00
   8 <-  7  1.11125E+01    5.06610E-01   6.00440E-01  -3.66340E+00   8.62110E+00  -8.74900E+00   3.29730E+00
   9 <-  7  1.12664E+01    4.68230E-01   3.41990E-01  -2.23520E+00   5.28850E+00  -5.25890E+00   1.92790E+00
  10 <-  7  1.14012E+01    3.38430E-01   9.39750E-02  -7.39870E-01   1.79810E+00  -1.74100E+00   6.13060E-01
  11 <-  7  1.15148E+01    1.96500E-01   2.85170E-03  -1.08100E-01   2.92760E-01  -2.61950E-01   7.98170E-02
  12 <-  7  1.16044E+01    8.41270E-02  -6.30300E-03   1.24940E-02  -1.65180E-02   2.40870E-02  -1.33930E-02
  13 <-  7  1.16649E+01    1.59650E-02  -7.20300E-04   2.70810E-03  -5.39910E-03   5.75000E-03  -2.36950E-03
  DE <-  7  1.16693E+01    1.13720E+00   1.24830E+00  -1.08210E+01   2.73650E+01  -2.87620E+01   1.09960E+01
