# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  5  9.99749E+00    1.95190E-01   1.23870E-01  -7.85960E-01   1.92860E+00  -2.08060E+00   8.46110E-01
   1 <-  5  1.02838E+01    1.00800E+00   1.61820E+00  -1.11890E+01   2.76510E+01  -2.88280E+01   1.12000E+01
   2 <-  5  1.05535E+01    1.37510E+00   3.54780E+00  -2.34650E+01   5.75150E+01  -6.00470E+01   2.33160E+01
   3 <-  5  1.08069E+01    2.42340E-01  -8.27410E-02   2.94620E-01  -6.09590E-01   7.04670E-01  -3.12030E-01
   4 <-  5  1.10442E+01    6.30020E-01   1.04630E+00  -6.30870E+00   1.48770E+01  -1.52110E+01   5.79500E+00
   5 <-  5  1.12655E+01    7.30340E-01   4.68500E-01  -3.62470E+00   8.85430E+00  -8.67180E+00   3.11250E+00
   6 <-  5  1.14706E+01    3.92870E-01  -1.96410E-02  -2.76550E-01   8.48070E-01  -7.42930E-01   2.14150E-01
   7 <-  5  1.16594E+01    2.89280E-06   3.42560E-03  -1.53480E-02   2.98830E-02  -2.75420E-02   9.92760E-03
   8 <-  5  1.18311E+01    2.68530E-01   5.47150E-02  -4.10320E-01   9.65980E-01  -9.06140E-01   3.13410E-01
   9 <-  5  1.19851E+01    3.90020E-01   6.65790E-02  -6.44970E-01   1.58790E+00  -1.47360E+00   4.96250E-01
  10 <-  5  1.21198E+01    4.02310E-01   7.99360E-02  -7.37190E-01   1.81020E+00  -1.69140E+00   5.72500E-01
  11 <-  5  1.22335E+01    3.54160E-01   8.92150E-02  -7.07870E-01   1.70680E+00  -1.62090E+00   5.60990E-01
  12 <-  5  1.23231E+01    2.80980E-01   7.91410E-02  -5.59600E-01   1.32700E+00  -1.27850E+00   4.51700E-01
  13 <-  5  1.23836E+01    1.93660E-01   4.78100E-02  -3.16430E-01   7.42550E-01  -7.22520E-01   2.58870E-01
  DE <-  5  1.23880E+01    9.56960E-01   1.56570E+00  -1.07030E+01   2.55720E+01  -2.63590E+01   9.94280E+00
