# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=0) -> e + H2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  0  1.22910E+01    7.31110E-01   9.61730E-01  -5.83740E+00   1.34050E+01  -1.31120E+01   4.76360E+00
   1 <-  0  1.25773E+01    8.79090E-01   1.44100E+00  -8.56530E+00   1.94770E+01  -1.89880E+01   6.90670E+00
   2 <-  0  1.28470E+01    8.53080E-01   1.25670E+00  -7.45910E+00   1.68330E+01  -1.62570E+01   5.87210E+00
   3 <-  0  1.31004E+01    7.57640E-01   8.46580E-01  -5.11160E+00   1.15130E+01  -1.10130E+01   3.94420E+00
   4 <-  0  1.33377E+01    6.45970E-01   4.77520E-01  -3.01200E+00   6.79390E+00  -6.38540E+00   2.23880E+00
   5 <-  0  1.35590E+01    5.36480E-01   2.42830E-01  -1.64820E+00   3.75100E+00  -3.46210E+00   1.18270E+00
   6 <-  0  1.37641E+01    4.39720E-01   1.11210E-01  -8.53100E-01   1.96740E+00  -1.76370E+00   5.74650E-01
   7 <-  0  1.39529E+01    3.56330E-01   4.91110E-02  -4.45430E-01   1.04970E+00  -9.19830E-01   2.86540E-01
   8 <-  0  1.41246E+01    2.87770E-01   2.00700E-02  -2.32710E-01   5.60180E-01  -4.74510E-01   1.37640E-01
   9 <-  0  1.42785E+01    2.31470E-01   8.47860E-03  -1.28540E-01   3.15340E-01  -2.60810E-01   7.13580E-02
  10 <-  0  1.44133E+01    1.85400E-01   4.33510E-03  -7.66290E-02   1.89850E-01  -1.56100E-01   4.18850E-02
  11 <-  0  1.45270E+01    1.47450E-01   2.66940E-03  -4.74240E-02   1.16980E-01  -9.55770E-02   2.52700E-02
  12 <-  0  1.46166E+01    1.14370E-01   1.85220E-03  -2.91870E-02   7.10170E-02  -5.78700E-02   1.52680E-02
  13 <-  0  1.46771E+01    7.97590E-02   1.07220E-03  -1.47870E-02   3.54720E-02  -2.89470E-02   7.70000E-03
  DE <-  0  1.46815E+01    2.10230E-01   6.68100E-02  -3.59840E-01   7.21910E-01  -6.02840E-01   1.74370E-01
