eng	y_fit
0.01	15.015
0.02	12.122
0.03	11.204
0.04	10.879
0.05	10.793
0.06	10.803
0.07	10.832
0.08	10.831
0.09	10.768
0.1	10.621
0.11	10.375
0.12	10.024
0.13	9.5695
0.14	9.0157
0.15	8.373
0.16	7.6553
0.17	6.8788
0.18	6.0621
0.19	5.2248
0.2	4.3875
0.21	3.5712
0.22	2.7973
0.23	2.7783508196721307
0.24	2.759401639344262
0.25	2.7404524590163932
0.26	2.721503278688525
0.27	2.7025540983606557
0.28	2.6836049180327866
0.29	2.664655737704918
0.3	2.6457065573770486
0.31	2.6267573770491808
0.32	2.6078081967213116
0.33	2.5888590163934424
0.34	2.5699098360655737
0.35	2.5509606557377045
0.36	2.5320114754098357
0.37	2.513062295081967
0.38	2.4941131147540982
0.39	2.4751639344262295
0.4	2.4562147540983608
0.41	2.4372655737704916
0.42	2.4183163934426233
0.43	2.399367213114754
0.44	2.3804180327868854
0.45	2.3614688524590166
0.46	2.3425196721311474
0.47	2.3235704918032787
0.48	2.3046213114754095
0.49	2.2856721311475408
0.5	2.2667229508196716
0.51	2.2477737704918033
0.52	2.2288245901639345
0.53	2.2098754098360653
0.54	2.1909262295081966
0.55	2.1719770491803274
0.56	2.153027868852459
0.57	2.1340786885245904
0.58	2.115129508196721
0.59	2.0961803278688524
0.6	2.0772311475409833
0.61	2.0582819672131145
0.62	2.0393327868852458
0.63	2.020383606557377
0.64	2.0014344262295083
0.65	1.9824852459016395
0.66	1.9635360655737704
0.67	1.9445868852459016
0.68	1.9256377049180329
0.69	1.9066885245901641
0.7	1.887739344262295
0.71	1.8687901639344262
0.72	1.8498409836065572
0.73	1.8308918032786885
0.74	1.8119426229508195
0.75	1.7929934426229508
0.76	1.7740442622950818
0.77	1.755095081967213
0.78	1.7361459016393441
0.79	1.7171967213114754
0.8	1.6982475409836066
0.81	1.6792983606557377
0.82	1.660349180327869
0.83	1.6414
0.84	1.6440533333333334
0.85	1.6467066666666665
0.86	1.64936
0.87	1.6520133333333333
0.88	1.6546666666666665
0.89	1.65732
0.9	1.6599733333333333
0.91	1.6626266666666667
0.92	1.6652799999999999
0.93	1.6679333333333335
0.94	1.6705866666666664
0.95	1.67324
0.96	1.6758933333333335
0.97	1.6785466666666664
0.98	1.6812
0.99	1.6838533333333334
1.0	1.6865066666666666
1.01	1.6891599999999998
1.02	1.6918133333333334
1.03	1.6944666666666666
1.04	1.69712
1.05	1.6997733333333334
1.06	1.7024266666666668
1.07	1.70508
1.08	1.707733333333333
1.09	1.7103866666666667
1.1	1.7130400000000001
1.11	1.7156933333333333
1.12	1.7183466666666667
1.13	1.721
1.14	1.7236533333333335
1.15	1.7263066666666667
1.16	1.7289599999999998
1.17	1.7316133333333332
1.18	1.7342666666666666
1.19	1.73692
1.2	1.7395733333333334
1.21	1.7422266666666668
1.22	1.74488
1.23	1.7475333333333332
1.24	1.7501866666666666
1.25	1.75284
1.26	1.7554933333333334
1.27	1.7581466666666665
