# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  1  1.17747E+01    1.28360E+00   2.73040E+00  -1.73950E+01   4.08440E+01  -4.03740E+01   1.47210E+01
   1 <-  1  1.20611E+01    7.72760E-01   1.41070E+00  -8.36450E+00   1.92870E+01  -1.92120E+01   7.11880E+00
   2 <-  1  1.23308E+01    1.85860E-01   1.84050E-01  -9.95710E-01   2.24370E+00  -2.28110E+00   8.78000E-01
   3 <-  1  1.25842E+01    1.91490E-01   1.84440E-02  -1.59130E-01   3.86710E-01  -3.42600E-01   9.98840E-02
   4 <-  1  1.28214E+01    3.96060E-01   2.48970E-01  -1.50620E+00   3.41890E+00  -3.26650E+00   1.14510E+00
   5 <-  1  1.30427E+01    4.79220E-01   4.03120E-01  -2.36560E+00   5.31100E+00  -5.10300E+00   1.82360E+00
   6 <-  1  1.32479E+01    4.95570E-01   3.99190E-01  -2.34150E+00   5.21880E+00  -4.98200E+00   1.77930E+00
   7 <-  1  1.34366E+01    4.73560E-01   3.20990E-01  -1.90390E+00   4.23350E+00  -4.01840E+00   1.43320E+00
   8 <-  1  1.36083E+01    4.33720E-01   2.26730E-01  -1.37380E+00   3.04330E+00  -2.84470E+00   9.98800E-01
   9 <-  1  1.37623E+01    3.84950E-01   1.51660E-01  -9.41390E-01   2.07740E+00  -1.90590E+00   6.54090E-01
  10 <-  1  1.38970E+01    3.32580E-01   1.01250E-01  -6.39360E-01   1.40770E+00  -1.27290E+00   4.28300E-01
  11 <-  1  1.40107E+01    2.80170E-01   6.70760E-02  -4.27270E-01   9.36760E-01  -8.34430E-01   2.74330E-01
  12 <-  1  1.41003E+01    2.26830E-01   4.24200E-02  -2.70630E-01   5.89710E-01  -5.17150E-01   1.65730E-01
  13 <-  1  1.41608E+01    1.62570E-01   2.17150E-02  -1.37970E-01   2.99310E-01  -2.60180E-01   8.21040E-02
  DE <-  1  1.41652E+01    5.46200E-01   3.55580E-01  -2.15160E+00   4.61760E+00  -4.07960E+00   1.28500E+00
