# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  3  1.08297E+01    1.16860E+00   7.55770E-01  -7.16960E+00   1.82880E+01  -1.79490E+01   6.38210E+00
   1 <-  3  1.11160E+01    1.18180E+00   1.59480E+00  -1.14060E+01   2.76120E+01  -2.75280E+01   1.01640E+01
   2 <-  3  1.13857E+01    7.09270E-01   4.51120E-01  -3.45500E+00   8.42870E+00  -8.23870E+00   2.93490E+00
   3 <-  3  1.16391E+01    1.66330E-01  -6.29050E-03  -2.12420E-02   7.34960E-02  -6.03800E-02   2.16860E-02
   4 <-  3  1.18764E+01    6.00630E-01   2.07060E-01  -1.79600E+00   4.40330E+00  -4.19850E+00   1.46950E+00
   5 <-  3  1.20977E+01    6.28810E-01   3.89470E-01  -2.77480E+00   6.60700E+00  -6.39000E+00   2.26910E+00
   6 <-  3  1.23029E+01    4.71560E-01   3.18500E-01  -2.04960E+00   4.78270E+00  -4.66010E+00   1.67070E+00
   7 <-  3  1.24916E+01    2.79160E-01   1.45290E-01  -8.87300E-01   2.04740E+00  -2.00900E+00   7.27450E-01
   8 <-  3  1.26633E+01    1.16860E-01   2.93610E-02  -1.78470E-01   4.11990E-01  -4.08750E-01   1.50220E-01
   9 <-  3  1.28173E+01   -1.29620E-07   1.03900E-05   9.97210E-05  -3.03070E-04   5.00560E-04  -2.95100E-04
  10 <-  3  1.29520E+01    7.79530E-02   1.45990E-02  -7.67500E-02   1.66110E-01  -1.53260E-01   5.12800E-02
  11 <-  3  1.30657E+01    1.20350E-01   3.34530E-02  -1.80950E-01   3.95400E-01  -3.69490E-01   1.26150E-01
  12 <-  3  1.31553E+01    1.32730E-01   3.89870E-02  -2.13200E-01   4.66890E-01  -4.37210E-01   1.49960E-01
  13 <-  3  1.32158E+01    1.12540E-01   2.70760E-02  -1.48980E-01   3.26520E-01  -3.05840E-01   1.05080E-01
  DE <-  3  1.32202E+01    1.02660E+00   1.15510E+00  -7.79700E+00   1.73020E+01  -1.55930E+01   4.89890E+00
